phrase_norm,count,phrase_len,n_words,source_split
mở mồm,1,6,2,train
bẩn bỏ mẹ,1,9,3,train
tôi ngày,1,8,2,train
đất nước yên bình.môi trường sạch đẹp nhé,1,41,8,train
tụi dlv,1,7,2,train
chống chế,1,9,2,train
tong chúng nó ra đảo,1,20,5,train
báo hại,1,7,2,train
con cak,1,7,2,train
địt mịa chúng nó,1,16,4,train
tắc trách,1,9,2,train
bố thằng nào,1,12,3,train
cml,1,3,1,train
thù,1,3,1,train
đục,1,3,1,train
me mom,1,6,2,train
như mấy ông trại tâm thần nghịch kiến,1,37,8,train
ém,1,2,1,train
loại ngồi một chỗ phán xét người khác,1,37,8,train
gạ địt,1,6,2,train
loã thể,1,7,2,train
thú,1,3,1,train
nước mất nhà tan,1,16,4,train
ở chuồng,1,8,2,train
biến đi,1,7,2,train
chảnh,1,5,1,train
ko bị kiện thì cũng ngậm tiền,1,29,7,train
con mệ,1,6,2,train
uống nước đái ruồi,1,18,4,train
ngu vlllll,1,10,2,train
xạo l*n,1,7,2,train
phắc,1,4,1,train
1 con bò 🐂,1,10,4,train
tụi đu càng,1,11,3,train
ruồi,1,4,1,train
gian lận,1,8,2,train
bớt xén,1,7,2,train
chung may,1,9,2,train
song ko yên dau,1,15,4,train
thằng đầu bò,1,12,3,train
ý thức rách,1,11,3,train
con thiểu năng,1,14,3,train
có não ko bt suy nghĩ,1,21,6,train
dịt mẹ,1,6,2,train
lồng,1,4,1,train
bóng cười,1,9,2,train
chặt cuu,1,8,2,train
chếtluondi,1,10,1,train
nhiễm phóng xạ,1,14,3,train
hau qua se ap den,1,17,5,train
nứkg,1,4,1,train
lủ chó như...cha mẹ mày,1,27,5,train
trộn chất độc vào để tăng lợi nhuận,1,42,8,train
hại,1,4,1,train
vô quan tài ở,1,13,4,train
doc,1,3,1,train
ac,1,2,1,train
dóc láo,1,7,2,train
ko giống con giáp nào,1,21,5,train
cai lol me tui may,1,18,5,train
tui mày,1,7,2,train
cđm tui mày,1,11,3,train
ngu dân,1,7,2,train
fúck,1,4,1,train
thằng trộm vặt,1,17,3,train
tảng băng chìm,1,16,3,train
loạn lạc,1,10,2,train
"bạo hành, lạm dụng td",1,25,5,train
luat an tien dan,1,16,4,train
thứ bóng dơ,1,11,3,train
trán ngắn tóc dài,1,17,4,train
mồm lai trung cuốc,1,18,4,train
mặt ng dạ thú,1,13,4,train
vaidai,1,6,1,train
con mẹ nó mồm,1,13,4,train
thag ôn con,1,11,3,train
cái lờ,1,6,2,train
busss cuuu,1,10,2,train
d*t me,1,6,2,train
thằng ăn thuế của dân,1,21,5,train
ăn thuế,1,7,2,train
chim lợn,1,8,2,train
nidalee vãi,1,11,2,train
độc tài,1,8,2,train
lá chà bồn,1,10,3,train
đàn bà dễ có mấy tay_dinh thự của nữ đội trưởng đội chống buôn lậu,1,66,15,train
thông,1,5,1,train
con chó dlv,1,11,3,train
đcmm đi chết đi,1,15,4,train
yếu sly,1,7,2,train
lấy tiền của dân mua lại,1,24,6,train
mong chúng nhân từ đưa ra miếng xương,1,37,8,train
lẽ ra họ chỉ xây cầu bằng xốp thôi.... nhưng vì lương tâm của người kongsan nên họ cho vào thêm bê tông và ít cốt thép,1,118,27,train
bà con ở thiên đường cứ học cái tính càm ràm vớ vẫn của bọn giãy chết,1,69,17,train
xao,1,3,1,train
phen vang khe,1,13,3,train
bay dac,1,7,2,train
giãy,1,4,1,train
hán hoá,1,7,2,train
não ngắn,1,8,2,train
con hấp,1,7,2,train
loại người không tha thứ,1,24,5,train
lao gia,1,7,2,train
thiên đường xhcn,1,16,3,train
đám cu vẹm,1,10,3,train
đề đừng tin những gì cu vẹm nói,1,31,8,train
dừa lờ,1,6,2,train
chừa cái tật,1,12,3,train
ấu trĩ,1,6,2,train
tổ nhà chúng nó,1,15,4,train
trắng biến thành đen,1,20,4,train
có biến thành ko,1,16,4,train
ko biến thành có,1,16,4,train
kênh kiệu,1,9,2,train
cùi bắp,1,7,2,train
không phải vì bạn xúc phạm họ mà vì bạn đã lộ bí mật quốc gia,1,61,16,train
lôm,1,3,1,train
xàm lồng,1,10,2,train
từ chối hiểu,1,12,3,train
thằng vô danh tiểu tốt,1,22,5,train
bị dờ gáy,1,9,3,train
thằng trẩu,1,10,2,train
bọ chưởng,1,9,2,train
dại,1,3,1,train
xiên cho nó 1 cái,1,17,5,train
pónk dơ,1,7,2,train
chả có máu hóa văn loz,1,22,6,train
thối nát.đkmm,1,13,2,train
bon no,1,6,2,train
đumoe,1,5,1,train
nói leo,1,7,2,train
ngu vãi,1,7,2,train
cằm theo não,1,12,3,train
lũ 3///,1,7,2,train
chó -lũ 3///,1,12,3,train
ko ưa,1,5,2,train
tụi 3///,1,8,2,train
2 cái lỗ mũi to zậy mà vẫn thấy ngột ngạt,1,41,11,train
tàu hũ,1,6,2,train
mua chuộc,1,9,2,train
mặt nhiều lớp,1,13,3,train
chảnh choẹ,1,10,2,train
con đỉ khùng,1,12,3,train
con rác rửi,1,11,3,train
con khùng bẩm sinh,1,18,4,train
con quái vật,1,12,3,train
ghê vl,1,6,2,train
"\""lên\"" nóc nhà bắt con gà",1,26,6,train
bãi đéo nào cũng có dấu răng,1,28,7,train
làm ô xin như con chó,1,21,6,train
đá dập mu,1,9,3,train
thằng mặt lờ,1,12,3,train
chưa què bằng nhân cách,1,23,5,train
kẻ thù không đội trời chung,1,27,6,train
đám dâm lợn viên,1,16,4,train
thằng mặt l,1,11,3,train
ý thức như ruồi,1,15,4,train
vơ vét,1,6,2,train
cõng,1,4,1,train
xẻ thịt,1,7,2,train
ko có văn hoá,1,13,4,train
ko biết xấu hổ,1,14,4,train
chửi dân như con,1,16,4,train
bố mày đập chết cụ mày,1,22,6,train
con loz heo gầy,1,15,4,train
mặt đẹp gái mà cái tính lại xấu xa,1,34,9,train
con hàng,1,8,2,train
sục,1,3,1,train
thằng bụng bầu,1,14,3,train
củ l,1,4,2,train
đám chết,1,8,2,train
nail culi,1,9,2,train
bo cua ngọc trinh corona,1,25,5,train
cmt = não,1,9,3,train
mỏ lồn,1,6,2,train
già vl,1,6,2,train
cđ m,1,4,2,train
ăn xin,1,6,2,train
kinh nguyệt,1,11,2,train
nhảm nhí,1,10,2,train
vu khốg,1,8,2,train
déo,1,3,1,train
con người chứ có phải con trâu con bò,1,37,9,train
dương vật,1,9,2,train
đéo còn tý niềm tin cái đất nc này,1,34,9,train
khung khung,1,11,2,train
xám xí,1,6,2,train
ngu mà tỏ nguy hiểm,1,19,5,train
đit lao,1,7,2,train
con đĩ mẹ,1,9,3,train
mau lol,1,7,2,train
cười đểu,1,8,2,train
đồn như lời,1,11,3,train
chó phèn,1,8,2,train
bố cái thằng,1,12,3,train
đầu cơ,1,6,2,train
chử,1,3,1,train
loài hợp quần,1,13,3,train
bánh tráng mặt lật,1,18,4,train
điên trốn trại,1,14,3,train
nứng nứng nứng,1,14,3,train
cunt suckers,1,12,2,train
mèo ăn miếng mỡ,1,15,4,train
còn cọp ăn con hươu thì đeoa bắt đc,1,35,9,train
đĩ mẹ,1,5,2,train
rau dền,1,7,2,train
đoàn tụ với tổ tiên,1,19,5,train
vẽ để đút mồm,1,13,4,train
hết thuốt chửa,1,14,3,train
cạn lợi,1,7,2,train
tù đày,1,6,2,train
hãm lồn,1,7,2,train
thằng bàn phím,1,14,3,train
đầu to mà óc cứ như củ cứt,1,26,8,train
tổ sư màiiii,1,12,3,train
nợ công,1,7,2,train
tham lam,1,8,2,train
ham tiên,1,8,2,train
lưa gat,1,7,2,train
chỉ biết đứng đó nhìn xem gió thổi chiều nào ta bay theo chiều đó,1,65,15,train
đu ma may,1,9,3,train
câm họng,1,9,2,train
ghe,1,3,1,train
haizz,1,5,1,train
kể tài sản của ng khác rồi xạo lozzz của mk,1,43,11,train
bóng dơ bóng dũa nail,1,21,5,train
phắn cmmd,1,9,2,train
bồng bềnh,1,9,2,train
dou ma,1,6,2,train
im mồm,1,6,2,train
bme,1,3,1,train
nó xàm lồn,1,10,3,train
liếm cứt,1,8,2,train
bọn bốc bãi cứt,1,15,4,train
hâm hết,1,8,2,train
ko giống con giáp nào,1,24,5,train
trưởi,1,5,1,train
chưa thấy quan tài chưa đổ lệ,1,29,7,train
thần kinh năng,1,14,3,train
*éo,1,3,1,train
chửi cm,1,7,2,train
tổ trác,1,7,2,train
tỏ vẻ bố thiên hạ,1,17,5,train
nó ngáp,1,7,2,train
nó chừa,1,7,2,train
loai ngu dốt,1,12,3,train
huc,1,3,1,train
ngoáy đồ,1,8,2,train
ngu như redbull,1,15,3,train
con mặt lòn,1,11,3,train
cái miệng giống cái hầm cầu,1,27,6,train
mã cha mầy,1,10,3,train
chạy xe có ngày đâm cột điện,1,28,7,train
có tiền rồi nói gì cũng chuẩn,1,29,7,train
con đ.ĩ l.oz thúi,1,17,4,train
cm m,1,4,2,train
tụi t,1,5,2,train
xé xác nó,1,9,3,train
sợ tụt lờ,1,9,3,train
lon trau,1,8,2,train
tụi du côn,1,10,3,train
cô hồn các đảng,1,15,4,train
chờ anh gd tung sản phẩm đã khi đó tùng mới có ý tưởng ra mv,1,60,16,train
cỏi niết bàn,1,12,3,train
con này xấu,1,11,3,train
đỉ mất dạiii,1,12,3,train
lũ chúng nó,1,11,3,train
ăn bom,1,6,2,train
trốc,1,4,1,train
gay vl,1,6,2,train
lỗ mũi như lỗ trâu,1,18,5,train
mày sv,1,6,2,train
giàu lên chỉ nhờ mối quan hệ,1,28,7,train
bắt tay với quan chức nhà nước,1,30,7,train
thằng cẩu nô tài,1,16,4,train
lũ,1,3,1,train
óc cức,1,8,2,train
bọn bò đỏ ngu hết thuốc chữa,1,28,7,train
mắc đ*t,1,7,2,train
"kẻ nào giỏi phá , ăn chơi , mất dạy , lưu manh , đều là bằng cấp lảnh đạo việt nam",1,82,22,train
thien duong cs,1,14,3,train
k biết đọc,1,10,3,train
thằng óc cứt,1,12,3,train
mối nguy hiểm của xã hội,1,24,6,train
chem' gio,1,9,2,train
quánh,1,6,1,train
ngu vải ra,1,10,3,train
mấy thằng chó,1,13,3,train
sủa bậy,1,7,2,train
dối,1,3,1,train
nông cạn,1,8,2,train
nhóm lợi ích,1,12,3,train
mày ngu,1,7,2,train
chết cmnl,1,9,2,train
con cháu tay rửa chén,1,21,5,train
ý thức của nó thấp hơn điểm hóa của em,1,38,10,train
thằng dốt,1,9,2,train
xờ lờ,1,5,2,train
rửa lỗ tai,1,10,3,train
mê chim mê dzú,1,14,4,train
máy cha máy mẹ,1,14,4,train
mặt thộn,1,8,2,train
bới cứt tìm giun,1,16,4,train
thằng mặt thộn,1,14,3,train
lảm nhảm,1,8,2,train
sai lè còn cãi,1,14,4,train
chối tội đổ lỗi thanh minh,1,26,6,train
sai lè,1,6,2,train
lái đi đâu đâu để cãi,1,21,6,train
mịe con chó,1,11,3,train
me nó,1,5,2,train
đàn c hó,1,8,3,train
cây đinh mọc giữa dái,1,21,5,train
chó ngoan,1,9,2,train
phản cảm vl,1,11,3,train
ngụy,1,4,1,train
núp dưới đáy quần,1,17,4,train
hả miệng chó,1,12,3,train
bà ta,1,5,2,train
thua loài súc sinh,1,18,4,train
"nhân phẩm , danh dự cũng có hoá đơn",1,35,9,train
sao đẻ được bạn,1,15,4,train
thay đổi pháp lý,1,16,4,train
ngu có gia phả,1,16,4,train
ia md,1,5,2,train
loại trai đéo phải nữ cũng không,1,32,7,train
ý thức kém hơn cả điểm english,1,30,7,train
con đĩ quái thai,1,16,4,train
đói khổ,1,7,2,train
đâu đứng về phía công lí,1,24,6,train
bồn kỳ lắc,1,10,3,train
xạo khổ,1,7,2,train
nứng lòn,1,8,2,train
dừa lòn,1,7,2,train
phá sản,1,7,2,train
đĩ đực,1,6,2,train
cường quyền ác bá,1,17,4,train
mả,1,2,1,train
con nhung,1,9,2,train
có óc để suy nghĩ ko,1,20,6,train
hít bụi,1,7,2,train
ăn đồ trộn hoá chất,1,19,5,train
chỉ đi được,1,11,3,train
cục súc vô nhân tính,1,20,5,train
dizz,1,4,1,train
tg nhà quê,1,10,3,train
tiệt chủng,1,10,2,train
não để ở đâu,1,12,4,train
cắn sủa,1,7,2,train
cứt choá,1,8,2,train
con cat bu chan,1,15,4,train
tổ sư con dở ng nghĩ mình hài hước hay lòn gì,1,45,12,train
ngu xuẩn,1,8,2,train
đitme,1,5,1,train
thằng đĩ vượn,1,13,3,train
đ.m,1,3,1,train
người ko ra người,1,17,4,train
ngợm ko ra ngợm,1,15,4,train
ý thức thì như đống rác,1,23,6,train
mỏm,1,3,1,train
chị có chim không .... sao nhìn gớm gớm,1,39,9,train
bới móc,1,7,2,train
tham nhũng đã được chặn ko cho dân phát hiện nữa,1,48,11,train
"phải có ""liềm"" tin tuyệt đối vào đường nối chính sách của đoảng trung khựa",1,74,15,train
giống loài thượng đẳng,1,22,4,train
mẹ mày,1,8,2,train
bọn ngu,1,8,2,train
thằng bù nhìn,1,13,3,train
nhận tiền ngập bản họng,1,23,5,train
cỏng rắn cắn gà nhà,1,19,5,train
cao lông,1,8,2,train
nói cho vui,1,11,3,train
thằg óc chó,1,11,3,train
người cha ra người,1,18,4,train
dan ông ko ra dan ông,1,21,6,train
dan ba cha giong dan ba,1,23,6,train
giong quy,1,9,2,train
bon nay,1,7,2,train
bon luu manh dung duong,1,23,5,train
thằng cha mày,1,13,3,train
láo lồn,1,7,2,train
lung tung,1,9,2,train
không có chuẩn mực,1,18,4,train
trại cai tiền,1,13,3,train
đập chết cmn,1,12,3,train
bố nó,1,5,2,train
dẫm lên lưng,1,12,3,train
quan nhà sản có khác...bị khuyết tật,1,36,7,train
me may du,1,9,3,train
tạm giam,1,8,2,train
bả lồn,1,6,2,train
cái mặt của mày nhìn như trái hủ qua,1,36,9,train
ngứa,1,4,1,train
xã hội cong vòng,1,16,4,train
cút hết,1,7,2,train
condi,1,5,1,train
ngu + phong bì + cấp quyền = loạn ngôn,1,42,10,train
lũ hại dân,1,10,3,train
lũ tham quan,1,12,3,train
bọn ăn tàn phá hoại,1,19,5,train
tụi bay,1,7,2,train
bà tụi bây,1,10,3,train
nhũn não,1,8,2,train
lễ tang mẹ m,1,12,4,train
việt nam sẽ là nước đứng tóp đầu về nước đáng khinh nhất thế giới,1,65,15,train
im,1,2,1,train
cục phân,1,8,2,train
thằng cục cứt,1,13,3,train
khôn dại,1,8,2,train
chim,1,4,1,train
con giặc,1,8,2,train
tu,1,2,1,train
công,1,4,1,train
hạn chế,1,7,2,train
3que,1,4,1,train
ý thức của chị còn thấp hơn cả điểm hoá của em,1,46,12,train
lmcs,1,4,1,train
tưởng thế là hay là hài hước,1,28,7,train
im mẹ cái mồm,1,13,4,train
vờ lờ,1,5,2,train
chửi nhảm,1,9,2,train
thang cc,1,8,2,train
vailone,1,7,1,train
"""chịch dở""",1,10,2,train
tđn,1,3,1,train
già mà ngu,1,10,3,train
bể mặt,1,6,2,train
hách lối,1,8,2,train
nghét,1,5,1,train
gáy khét vc,1,11,3,train
nhai như gia súc,1,16,4,train
hạch,1,4,1,train
bố cáu thằng ăn bám váy đàn bà,1,30,8,train
nhảy bông nhông,1,15,3,train
bọn trẻ trâu,1,12,3,train
việt plus,1,9,2,train
phá cho tan cái đất nước,1,24,6,train
trút moẹ,1,8,2,train
corona tất nhiên là sẽ tới thăm viếng,1,37,8,train
đm dlv,1,6,2,train
hô hào những chuyện tào lao,1,27,6,train
im lặng những chuyện cấp bách,1,29,6,train
miệng mở ra thúi như cái ống cống,1,33,8,train
ngố,1,3,1,train
dogy,1,4,1,train
sạo ke,1,6,2,train
cai thứ,1,7,2,train
kg ưa,1,5,2,train
tui bey,1,7,2,train
gio ban,1,7,2,train
sục kẹc,1,7,2,train
vượng vin đang làm chủ đất việt chứ không phải bộ chính trị,1,59,13,train
vặt lông,1,8,2,train
hòn dái viễn đông,1,17,4,train
coi trời bằng vung,1,18,4,train
si nhuc,1,7,2,train
kinh tom,1,8,2,train
thằg,1,4,1,train
nhục nhục,1,9,2,train
đm nó nhục,1,10,3,train
tụi thân cộng nó như sói đói,1,28,7,train
óc chó vl,1,9,3,train
cái thần,1,8,2,train
gió chieu nao .che chiei đo,1,27,6,train
khau ngiep,1,10,2,train
chet ko đau thai,1,16,4,train
đume,1,4,1,train
tuổi lon,1,8,2,train
làm như ở dưới gầm giường người ta,1,34,8,train
ngu vđ,1,6,2,train
trước khi làm gì cũng nên lắp não vào,1,37,9,train
để não thành hoá thạch,1,22,5,train
tự kỉ,1,5,2,train
vì nước quên dân,1,16,4,train
vì thân phục vụ,1,15,4,train
dụ má,1,5,2,train
sống với ô nhiễm ở mức nguy hại,1,31,8,train
tướng niểng,1,11,2,train
cu lon,1,6,2,train
phét lác,1,8,2,train
ngưu tầm mưu mã tầm mã,1,22,6,train
dân bầu sai lãnh đạo thì chẳng lẽ là lãnh đạo sai,1,49,12,train
weeboo,1,6,1,train
gắt vđ,1,6,2,train
đéo cayy,1,8,2,train
cực chờ,1,9,2,train
óc nó được nhồi đậu phụ thối,1,28,7,train
mom cho,1,7,2,train
già đâu,1,7,2,train
vãi lờ,1,6,2,train
nồn,1,3,1,train
tự tự,1,5,2,train
bê đê mà,1,8,3,train
kcos lỗ đít,1,11,3,train
khóa mõm,1,8,2,train
khóa luôn cả tay,1,16,4,train
bong khg,1,8,2,train
bong,1,4,1,train
bu cat cho,1,10,3,train
có đi học k,1,11,4,train
người nghèo cho chết đói,1,24,5,train
ca sĩ câm,1,9,3,train
lỗ mồm,1,6,2,train
táp cứt,1,7,2,train
ác phủ,1,6,2,train
chết luôn đi cho đỡ kẹp đất,1,27,7,train
mệt lòn 🙂,1,9,3,train
sũa cc,1,6,2,train
cầm đầu,1,7,2,train
hư đường hư bột,1,15,4,train
thằng nào,1,9,2,train
mất ý thức,1,10,3,train
db,1,2,1,train
chết nhát,1,9,2,train
thay đổi chế độ csvn,1,20,5,train
con kẹc,1,7,2,train
kéo cổ,1,6,2,train
bọn việt cộng,1,13,3,train
bữa thịt người,1,14,3,train
con bò động đực,1,15,4,train
nuốt chửng,1,10,2,train
bành trướng,1,11,2,train
dâm dục,1,7,2,train
mấy em bò đỏ,1,12,4,train
bốc phân,1,8,2,train
giết bỏ,1,7,2,train
mày ko biết xem tin tức,1,23,6,train
mỏ loz,1,6,2,train
nồi da nấu thịt,1,15,4,train
nhồi nhét,1,9,2,train
bọn trung cộng,1,14,3,train
tàn sát,1,7,2,train
phe,1,3,1,train
compat,1,6,1,train
vãi đớp,1,7,2,train
đi ngược với chính sách ngu dân chỉ có chết,1,43,10,train
đám côn đồ tụi mày,1,18,5,train
con nghiệt súc,1,14,3,train
phản động,1,11,2,train
chuồn,1,6,1,train
nhảm loz,1,8,2,train
thằng ngu+ thất học,1,19,4,train
ngu ko chịu được,1,16,4,train
beđe,1,4,1,train
mat nhu đau trau,1,16,4,train
móe,1,3,1,train
con bò nó,1,9,3,train
phạm tội,1,8,2,train
tạo chút scandal,1,16,3,train
đánh bóng tên tuổi,1,18,4,train
thằng niễng,1,11,2,train
thằng cố vấn,1,12,3,train
bắn bỏ mẹ nó,1,12,4,train
đụ mé,1,5,2,train
trinh,1,5,1,train
đéo nói nhiều,1,13,3,train
xả súng da đen,1,14,4,train
làm 3 cái trò này,1,17,5,train
nung lon,1,8,2,train
hiep’ dam,1,9,2,train
ụ á,1,3,2,train
cái miệng mày chửi dẻo,1,22,5,train
ngượng,1,6,1,train
ra công viên nằm ngửa,1,21,5,train
sát nhân,1,8,2,train
máu lạnh,1,8,2,train
thằng ca,1,8,2,train
cách ly vĩnh viễn,1,17,4,train
đù mé,1,5,2,train
nát hết rồi,1,11,3,train
chả có tí máu lồn nào gọi là văn hóa,1,36,10,train
zô zăn hóa,1,10,3,train
k bh có nổi 1 fim đóng hay,1,26,8,train
con bà chúng nó,1,15,4,train
úp sọt,1,6,2,train
đánh bẫy,1,8,2,train
bọn chức trách,1,14,3,train
thẩm quy,1,8,2,train
béo ú ngu học,1,13,4,train
ngu ngục tù,1,11,3,train
đou mẹ nó,1,9,3,train
sắp mặt lozz,1,12,3,train
áp phe,1,6,2,train
ốc chó,1,8,2,train
ý thức không bằng cả huấn râu gì,1,32,8,train
bóc cức,1,7,2,train
dưới bàn tay đen đúa của tuyên giáo,1,35,8,train
hạ đẳng,1,7,2,train
qua bao,1,7,2,train
đâu có ảnh hưởng miếng cơm manh áo nhà bạn,1,42,10,train
đụ me,1,5,2,train
con bóng chúa,1,13,3,train
ma ám,1,5,2,train
bố tàu,1,6,2,train
k biết nhục,1,11,3,train
bọn ba que rách,1,15,4,train
tế thằng tổ cnó,1,15,4,train
cà khịa t chém,1,14,4,train
có vấn đề về quang học,1,22,6,train
trời cũng đánh mày,1,18,4,train
luu vong,1,8,2,train
ho then,1,7,2,train
con chó diên,1,12,3,train
nghe muon ỉa ra quần,1,20,5,train
bộ sậu tay sai,1,14,4,train
vòi bò,1,6,2,train
đè,1,2,1,train
sáng mắt chưa,1,13,3,train
"""doc tai""",1,9,2,train
ngu v k l,1,9,4,train
thái lọ,1,7,2,train
quái thái,1,9,2,train
chúng toàn làm ngược lại,1,24,5,train
chiếm đoạt,1,10,2,train
thua thằng giang hồ,1,19,4,train
"""chống phá chế độ""",1,18,4,train
đumaaaaaaaa,1,11,1,train
sài tiền âm phủ mang đời,1,28,6,train
xấu,1,4,1,train
sài tiền am phu mảng đời,1,28,6,train
khói bụi mù,1,11,3,train
ô nhiễm,1,7,2,train
thằng phản động,1,15,3,train
cuccut,1,6,1,train
con âm binh khí đụ tụ hình,1,26,7,train
rơi,1,3,1,train
liếm ko từ 1 cái gì cả cứt và lá xoan cũng liếm nốt,1,51,14,train
"lỗi của mỹ, của tàu",1,19,5,train
các thím,1,8,2,train
đói rã họng,1,11,3,train
dew,1,3,1,train
mạg ng rẻ vậy s,1,15,5,train
dk me,1,5,2,train
vang da,1,7,2,train
loại mat dạy,1,12,3,train
đỉ lol,1,6,2,train
ô ế,1,3,2,train
nc,1,2,1,train
đút túi,1,7,2,train
cay cú,1,6,2,train
ngậm .c..ức vẫn thấy thơm,1,25,5,train
bodoi,1,5,1,train
ỉm,1,2,1,train
rón dái,1,7,2,train
chó săn,1,7,2,train
“ưu việt”,1,9,2,train
mồm thối,1,8,2,train
trư bát giới,1,12,3,train
nhai lai,1,8,2,train
thánh,1,5,1,train
hạng thượng đẳng,1,16,3,train
hôi,1,3,1,train
tong chet me,1,12,3,train
tập cặn bã,1,10,3,train
có tiền mua nổi,1,15,4,train
oc dac,1,6,2,train
vô văn hoá vl,1,13,4,train
mấy bố ts giấy,1,14,4,train
đô khùng,1,8,2,train
máy,1,3,1,train
loại ko học thức,1,16,4,train
vcccc,1,5,1,train
thầy giọt nước cống,1,19,4,train
tự do ngôn luận là thứ xa sĩ,1,28,8,train
bọn cầm đầu,1,11,3,train
ganh ghét,1,9,2,train
bọn chóp bu,1,11,3,train
địt thúi,1,8,2,train
nói hoài mỏi miệng,1,18,4,train
đâm chìm tàu,1,12,3,train
đít,1,4,1,train
thổ tả,1,8,2,train
không còn sửa sai,1,19,4,train
thủ đoạn,1,10,2,train
bọn chúng,1,11,2,train
không có cái đầu,1,19,4,train
khốn nạn,1,10,2,train
khẩu nghiệp,1,13,2,train
bẻ cổ,1,5,2,train
công nghệ làm sạch môi trường của nhật cản trở tham nhũng của công chức búa liềm,1,80,17,train
nhà sản,1,7,2,train
sinh cái tay m ra trước,1,23,6,train
dí,1,3,1,train
mắc ỉa,1,6,2,train
quang quang,1,11,2,train
cho cái chày đâm tiêu vô đầu m,1,30,8,train
khẩu nghiệp tạo nghiệp,1,22,4,train
đập phá chén cơm,1,16,4,train
tạo nghiệp,1,10,2,train
nhức nách,1,9,2,train
khấc,1,4,1,train
mía,1,3,1,train
không thấy dạy,1,14,3,train
yêu chi những cái xa xôi,1,24,6,train
biết con mẹ gì,1,14,4,train
con duc rua,1,11,3,train
ham cau,1,7,2,train
doi,1,3,1,train
cđm,1,3,1,train
sủa nhăng sủa cuội,1,18,4,train
con ông cháu cha,1,16,4,train
xạo lozzz,1,9,2,train
ngu còn tỏ ra nguy hiểm,1,23,6,train
con di ngua,1,11,3,train
ho boom,1,7,2,train
bóng lộn,1,8,2,train
phản cmn động,1,13,3,train
thằng bán nước,1,14,3,train
tuổi j so dislike,1,17,4,train
ca sĩ duy nhất trên thế giới mà k cần hát,1,41,11,train
chứng nào tật nấy,1,17,4,train
bản chất của nó là vậy,1,22,6,train
ch!ch phê,1,9,2,train
đê mê,1,5,2,train
nổ như chó,1,10,3,train
bọn thượng đẳng,1,15,3,train
ý thức như cái đầu cac,1,22,6,train
kon mẹ,1,6,2,train
lũ hút máu,1,10,3,train
chứ hong phải hong có giày đi,1,29,7,train
thằng thánh nện,1,15,3,train
tuổi cẹc,1,8,2,train
ăn vào mồm,1,10,3,train
nguỵ,1,4,1,train
rạp xiếc,1,8,2,train
vo hoc thuc,1,11,3,train
mõm nó góm,1,10,3,train
mẹ nó,1,7,2,train
chui chet me con,1,16,4,train
ý thức chuột cắn,1,16,4,train
cún vàng,1,8,2,train
k có viết chữ đẹp đc như vậy đâu,1,32,9,train
chỉ đứng dẩy là thành ca sĩ,1,27,7,train
đù mẹ,1,5,2,train
chien tranh,1,11,2,train
xuong lô,1,8,2,train
xau hô,1,6,2,train
thứ tay nhanh hơn não,1,21,5,train
thứ giật tiền,1,13,3,train
lo ăn lo cướp,1,13,4,train
giả tạo vl,1,10,3,train
ko não,1,6,2,train
hoang dâm,1,9,2,train
trụy lạc,1,8,2,train
bú ku,1,5,2,train
ngu ngoc,1,8,2,train
tre trau,1,8,2,train
ăn hết của ông nội m,1,20,6,train
đụ mẹ m,1,7,3,train
ý thức của m cũng như cc,1,24,7,train
thần kinh có vấn đề,1,19,5,train
cút mẹ,1,6,2,train
chó việt cộng,1,13,3,train
cứt chó,1,7,2,train
éo ưa,1,5,2,train
gắn não,1,7,2,train
tồi tệ,1,6,2,train
thoòng treo trên cổ chúng nó,1,28,6,train
mẹ tổ cha bọn tham nhũng,1,24,6,train
tiến bịp,1,8,2,train
k xanh chín,1,11,3,train
ko có dân chủ,1,13,4,train
xấu hổ,1,6,2,train
bệnh từ trong cái nhân cách,1,27,6,train
đ c l c m m,1,11,6,train
con khác,1,8,2,train
chọc,1,4,1,train
ý thức thua điểm thi hóa của cháu,1,33,8,train
thằng bắc cụ,1,12,3,train
óc toàn bắc,1,11,3,train
thằng máu lồn,1,13,3,train
nhảm lồn,1,8,2,train
lừa bịp,1,7,2,train
công công,1,9,2,train
quên uống thuốc,1,15,3,train
đồ thần kinh,1,12,3,train
ăn lol,1,6,2,train
vaicutt,1,7,1,train
trẩu vc,1,7,2,train
cặn bã 🖕🖕,1,9,3,train
não mấy ông chỉ có tiền,1,23,6,train
làm như quan tâm lắm,1,20,5,train
thứ ngu nhà dại ngoài đường,1,27,6,train
tử hình,1,9,2,train
sa đọa,1,6,2,train
nhớ mang theo não,1,17,4,train
gay to,1,6,2,train
bố thằng nào làm bậy dm,1,23,6,train
biết cái cứt gì,1,15,4,train
lũ nhảm,1,7,2,train
não bị delay,1,12,3,train
con đy me,1,9,3,train
ức chế,1,6,2,train
chơi chắc đập luôn,1,18,4,train
tẩy chay con chó,1,16,4,train
giã,1,3,1,train
vãi cả lồn,1,10,3,train
chưit,1,5,1,train
hài vcl,1,7,2,train
mặt thì ngắn ngủn,1,17,4,train
mắt thì hít,1,11,3,train
mũi thì to,1,10,3,train
mấy thằng nô lệ,1,15,4,train
thèng,1,5,1,train
dụ,1,2,1,train
giải nghiệp,1,11,2,train
trốn chui lủi như chó,1,21,5,train
thằng cộng nô,1,13,3,train
đúng quy trình,1,14,3,train
đĩ mẹ nó,1,8,3,train
